layer_name,input,kv_cache,tp_size,latency(ns)
final_layernorm,44,0,4,8203
lm_head,44,0,4,101294
embedding,45,0,4,4752
input_layernorm,45,0,4,8059
q_proj,45,0,4,15336
k_proj,45,0,4,6621
v_proj,45,0,4,6205
rope,45,0,4,22819
o_proj,45,0,4,14097
post_layernorm,45,0,4,8356
gate,45,0,4,70375
expert.w1,45,0,4,16773
expert.w3,45,0,4,16141
act_fn,45,0,4,3952
expert.w2,45,0,4,14408
final_layernorm,45,0,4,8255
lm_head,45,0,4,101380
embedding,46,0,4,4736
input_layernorm,46,0,4,8060
q_proj,46,0,4,15250
k_proj,46,0,4,6630
v_proj,46,0,4,6196
rope,46,0,4,22800
o_proj,46,0,4,14188
post_layernorm,46,0,4,8372
gate,46,0,4,70001
expert.w1,46,0,4,16697
expert.w3,46,0,4,16263
act_fn,46,0,4,3845
expert.w2,46,0,4,14326
final_layernorm,46,0,4,8264
lm_head,46,0,4,101734
embedding,47,0,4,4834
input_layernorm,47,0,4,8077
q_proj,47,0,4,15166
k_proj,47,0,4,6637
v_proj,47,0,4,6200
rope,47,0,4,22767
o_proj,47,0,4,14111
post_layernorm,47,0,4,8389
gate,47,0,4,70320
expert.w1,47,0,4,16890
expert.w3,47,0,4,16252
act_fn,47,0,4,3995
expert.w2,47,0,4,14183
final_layernorm,47,0,4,8252
lm_head,47,0,4,101280
embedding,48,0,4,4814
input_layernorm,48,0,4,8077
q_proj,48,0,4,15308
k_proj,48,0,4,6671
v_proj,48,0,4,6240
rope,48,0,4,23109
o_proj,48,0,4,14066
post_layernorm,48,0,4,8399
gate,48,0,4,69770
expert.w1,48,0,4,16912
expert.w3,48,0,4,16305
act_fn,48,0,4,3961
expert.w2,48,0,4,14324
final_layernorm,48,0,4,8279
lm_head,48,0,4,101682
embedding,49,0,4,4804
input_layernorm,49,0,4,8093
q_proj,49,0,4,15402
k_proj,49,0,4,6659
v_proj,49,0,4,6186
rope,49,0,4,22822
o_proj,49,0,4,14065
post_layernorm,49,0,4,8398
gate,49,0,4,71280
expert.w1,49,0,4,16901
expert.w3,49,0,4,16267
act_fn,49,0,4,4421
expert.w2,49,0,4,14364
final_layernorm,49,0,4,8319
lm_head,49,0,4,101773
embedding,50,0,4,4795
input_layernorm,50,0,4,8111
q_proj,50,0,4,15413
k_proj,50,0,4,6656
v_proj,50,0,4,6207
rope,50,0,4,22793
o_proj,50,0,4,14105
