timestamp,index,name,utilization.gpu,power.draw,memory.used
2026/06/19 18:07:27.002, 0, NVIDIA A40, 38, 113.52, 337
2026/06/19 18:07:27.425, 0, NVIDIA A40, 26, 111.14, 337
2026/06/19 18:07:27.505, 0, NVIDIA A40, 26, 113.75, 337
2026/06/19 18:07:27.928, 0, NVIDIA A40, 30, 111.57, 337
2026/06/19 18:07:28.008, 0, NVIDIA A40, 18, 107.92, 337
2026/06/19 18:07:28.432, 0, NVIDIA A40, 40, 119.39, 337
2026/06/19 18:07:28.511, 0, NVIDIA A40, 40, 116.87, 337
2026/06/19 18:07:28.935, 0, NVIDIA A40, 22, 113.81, 337
2026/06/19 18:07:29.014, 0, NVIDIA A40, 31, 116.59, 337
2026/06/19 18:07:29.439, 0, NVIDIA A40, 15, 112.95, 337
2026/06/19 18:07:29.518, 0, NVIDIA A40, 15, 108.61, 337
2026/06/19 18:07:29.942, 0, NVIDIA A40, 34, 121.52, 337
2026/06/19 18:07:30.021, 0, NVIDIA A40, 33, 119.12, 337
2026/06/19 18:07:30.446, 0, NVIDIA A40, 28, 117.57, 337
2026/06/19 18:07:30.524, 0, NVIDIA A40, 28, 120.32, 337
2026/06/19 18:07:30.949, 0, NVIDIA A40, 23, 117.13, 337
2026/06/19 18:07:31.027, 0, NVIDIA A40, 21, 111.97, 337
2026/06/19 18:07:31.452, 0, NVIDIA A40, 42, 118.43, 337
2026/06/19 18:07:31.530, 0, NVIDIA A40, 42, 115.99, 337
2026/06/19 18:07:31.955, 0, NVIDIA A40, 24, 116.57, 337
2026/06/19 18:07:32.033, 0, NVIDIA A40, 33, 116.57, 337
2026/06/19 18:07:32.459, 0, NVIDIA A40, 18, 115.39, 337
2026/06/19 18:07:32.536, 0, NVIDIA A40, 18, 115.39, 337
2026/06/19 18:07:32.963, 0, NVIDIA A40, 27, 119.55, 337
2026/06/19 18:07:33.040, 0, NVIDIA A40, 27, 119.55, 337
2026/06/19 18:07:33.466, 0, NVIDIA A40, 30, 119.37, 337
2026/06/19 18:07:33.543, 0, NVIDIA A40, 30, 119.37, 337
2026/06/19 18:07:33.969, 0, NVIDIA A40, 23, 115.78, 337
2026/06/19 18:07:34.046, 0, NVIDIA A40, 23, 115.78, 337
2026/06/19 18:07:34.472, 0, NVIDIA A40, 38, 120.33, 337
2026/06/19 18:07:34.549, 0, NVIDIA A40, 38, 120.33, 337
2026/06/19 18:07:34.976, 0, NVIDIA A40, 36, 122.68, 337
2026/06/19 18:07:35.052, 0, NVIDIA A40, 36, 121.22, 337
2026/06/19 18:07:35.479, 0, NVIDIA A40, 20, 114.18, 337
2026/06/19 18:07:35.556, 0, NVIDIA A40, 20, 116.95, 337
2026/06/19 18:07:35.982, 0, NVIDIA A40, 16, 118.80, 337
2026/06/19 18:07:36.059, 0, NVIDIA A40, 16, 115.78, 337
2026/06/19 18:07:36.485, 0, NVIDIA A40, 33, 127.27, 337
2026/06/19 18:07:36.562, 0, NVIDIA A40, 38, 125.07, 337
2026/06/19 18:07:36.988, 0, NVIDIA A40, 27, 118.19, 337
2026/06/19 18:07:37.065, 0, NVIDIA A40, 27, 120.94, 337
2026/06/19 18:07:37.492, 0, NVIDIA A40, 21, 114.85, 337
2026/06/19 18:07:37.568, 0, NVIDIA A40, 16, 109.57, 337
2026/06/19 18:07:37.995, 0, NVIDIA A40, 34, 116.71, 337
2026/06/19 18:07:38.071, 0, NVIDIA A40, 34, 121.66, 337
2026/06/19 18:07:38.499, 0, NVIDIA A40, 19, 119.17, 337
2026/06/19 18:07:38.575, 0, NVIDIA A40, 27, 121.74, 337
2026/06/19 18:07:39.002, 0, NVIDIA A40, 28, 123.61, 337
2026/06/19 18:07:39.078, 0, NVIDIA A40, 28, 120.90, 337
2026/06/19 18:07:39.505, 0, NVIDIA A40, 31, 122.75, 337
2026/06/19 18:07:39.581, 0, NVIDIA A40, 44, 123.87, 337
2026/06/19 18:07:40.008, 0, NVIDIA A40, 23, 116.74, 337
2026/06/19 18:07:40.084, 0, NVIDIA A40, 23, 119.35, 337
2026/06/19 18:07:40.512, 0, NVIDIA A40, 39, 121.35, 337
2026/06/19 18:07:40.587, 0, NVIDIA A40, 18, 118.54, 337
2026/06/19 18:07:41.015, 0, NVIDIA A40, 36, 124.73, 337
2026/06/19 18:07:41.090, 0, NVIDIA A40, 36, 124.04, 337
2026/06/19 18:07:41.518, 0, NVIDIA A40, 20, 116.79, 337
2026/06/19 18:07:41.593, 0, NVIDIA A40, 29, 119.42, 337
2026/06/19 18:07:42.021, 0, NVIDIA A40, 22, 122.75, 337
2026/06/19 18:07:42.097, 0, NVIDIA A40, 22, 119.88, 337
2026/06/19 18:07:42.524, 0, NVIDIA A40, 32, 129.02, 337
2026/06/19 18:07:42.600, 0, NVIDIA A40, 42, 127.20, 337
2026/06/19 18:07:43.028, 0, NVIDIA A40, 25, 119.15, 337
2026/06/19 18:07:43.103, 0, NVIDIA A40, 25, 121.89, 337
2026/06/19 18:07:43.531, 0, NVIDIA A40, 36, 121.80, 337
2026/06/19 18:07:43.606, 0, NVIDIA A40, 20, 117.93, 337
2026/06/19 18:07:44.034, 0, NVIDIA A40, 39, 128.55, 337
2026/06/19 18:07:44.110, 0, NVIDIA A40, 39, 126.56, 337
